date,transect,location,sample_id,doc_id,tp_mgL,tn_mgL,doc_mgL,tdn_mgL,no3_mgL,no2_mgL,nh4_mgL,cl_mgL,po4_ugL,ph,temperature_c,conductance_us,spec_cond_us,o2_mgL,o2_percent,,,,,,,,,,,,,
9/4/13,inflow_2,inflow,1607,10249,2.89,5.73,11.28,5.194,4.03,0.391,1.08,NA,NA,6.81,32.1,NA,NA,3.47,47.4,,,,,,,,,,,,,
9/4/13,inflow_3,inflow,1608,2243,2.83,5.838,6.809,5.033,4.02,0.39,,NA,NA,6.81,32.1,NA,NA,3.47,47.4,,,,,,,,,,,,,
9/4/13,outflow_1,outflow,1609,322,2.58,5.483,6.891,4.64,3.86,0.298,0.727,NA,NA,6.76,31.2,NA,NA,2.19,30.1,,,,,,,,,,,,,
9/4/13,outflow_2,outflow,1610,1034,2.84,5.568,6.963,4.739,3.83,0.299,0.728,NA,NA,6.76,31.2,NA,NA,2.19,30.1,,,,,,,,,,,,,
9/4/13,outflow_3,outflow,1611,10060,2.75,5.552,6.687,4.59,3.89,0.3,0.73,NA,NA,6.76,31.2,NA,NA,2.19,30.1,,,,,,,,,,,,,
9/4/13,m_1_e ,shore,1612,425,NA,NA,48.84,3.612,-0.014,0.0207,,NA,NA,6.74,26.4,4411,NA,0.42,5.9,,,,,,,,,,,,,
9/4/13,m_4_s ,shore,1614,10104,NA,NA,17.1,1.117,-0.00752,0.003,0.0632,NA,NA,6.63,25.6,NA,NA,0.17,2.4,,,,,,,,,,,,,
9/4/13,m_4_n,shore,1616,10080,NA,NA,36.19,2.112,0.00237,0.0184,0.0255,NA,NA,6.73,26.3,4317,NA,0.17,3.1,,,,,,,,,,,,,
9/4/13,m_1_e ,water,1613,10122,NA,NA,6.731,5.043,4.09,0.401,1.2,NA,NA,6.79,31.7,NA,NA,3.44,46.7,,,,,,,,,,,,,
9/4/13,m_4_s ,water,1615,2230,NA,NA,6.85,4.463,3.93,0.325,0.772,NA,NA,6.75,31.6,6285,2114,2.21,34.1,,,,,,,,,,,,,
9/4/13,m_4_n,water,1617,10018,NA,NA,9.713,4.3,3.72,0.216,0.543,NA,NA,6.46,31.7,2119,1876,0.91,13.4,,,,,,,,,,,,,
11/25/13,inflow_1,inflow,1618,2061,2.87,7.961,18.94,7.287,4.11,0.269,1.39,NA,7.48,7.25,19.48,1436,NA,6.56,72,,,,,,,,,,,,,
11/25/13,inflow_2,inflow,1619,10056,2.89,8.307,18.07,7.265,3.59,0.235,1.26,NA,4.02,7.25,19.48,1436,NA,6.56,72,,,,,,,,,,,,,
11/25/13,inflow_3,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,19.48,1436,NA,6.56,72,,,,,,,,,,,,,
11/25/13,outflow_1,outflow,1621,15,2.88,8.348,20.94,6.653,4.25,0.315,0.96,NA,7.21,7.25,17.27,1404,NA,6.85,72,,,,,,,,,,,,,
11/25/13,outflow_2,outflow,1622,104,2.98,7.51,21.19,6.855,3.43,0.258,0.895,NA,3.48,7.25,17.27,1404,NA,6.85,72,,,,,,,,,,,,,
11/25/13,outflow_3,outflow,1623,71,2.74,6.937,19,7.09,3.81,0.286,0.909,NA,2.69,7.25,17.27,1404,NA,6.85,72,,,,,,,,,,,,,
11/25/13,m_1_e ,shore,1624,10068,NA,NA,77.41,4.223,0.0348,0.0429,1.9,NA,NA,7.4,7.79,3614,NA,3.61,32.6,,,,,,,,,,,,,
11/25/13,m_4_s ,shore,1626,78,NA,NA,47.49,2.723,0.014,0.00439,0.949,NA,10.3,6.85,6.76,1826,NA,0.91,7.7,,,,,,,,,,,,,
11/25/13,m_4_n,shore,1628,2195,NA,NA,59.83,1.99,-0.00453,0.00853,0.202,NA,NA,7.14,5.87,2300,NA,3.9,31.5,,,,,,,,,,,,,
11/25/13,m_1_e ,water,1625,2057,NA,NA,20.85,7.061,3.84,0.265,1.32,NA,4.16,7.3,20.63,1435,NA,5.85,65.2,,,,,,,,,,,,,
11/25/13,m_4_s ,water,1627,10130,NA,NA,21.71,6.943,3.88,0.253,1.09,NA,6.89,7.18,17.27,1424,NA,4.4,47,,,,,,,,,,,,,
11/25/13,m_4_n,water,1629,10098,NA,NA,19.57,7.09,4.47,0.32,1.01,NA,NA,7.25,13.07,1528,NA,4.52,42.9,,,,,,,,,,,,,
1/15/14,inflow_1,inflow,1630,10144,NA,NA,18.26,4.699,2.71,2.78,1.46,0.315,0.185,7.01,18.72,1440,NA,6.35,68.9,,,,,,,,,,,,,
1/15/14,inflow_2,inflow,1631,203,NA,NA,13.09,4.736,2.79,2.78,1.47,0.154,0.186,7.01,18.72,1440,NA,6.35,68.9,,,,,,,,,,,,,
1/15/14,inflow_3,inflow,1632,2362,NA,NA,15.14,4.701,2.66,2.6,1.43,0.116,0.154,7.01,18.72,1440,NA,6.35,68.9,,,,,,,,,,,,,
1/15/14,outflow_1,outflow,1633,2191,NA,NA,15.65,4.633,3.39,3.49,0.918,0.318,0.196,7.16,15.51,1461,NA,9.54,93.2,,,,,,,,,,,,,
1/15/14,outflow_2,outflow,1634,10093,NA,NA,11.58,4.692,3.37,3.39,0.913,0.16,0.213,7.16,15.51,1461,NA,9.54,93.2,,,,,,,,,,,,,
1/15/14,outflow_3,outflow,1635,2010,NA,NA,19.86,4.743,2.7,2.74,0.853,0.166,0.212,7.16,15.51,1461,NA,9.54,93.2,,,,,,,,,,,,,
1/15/14,m_1_e ,shore,1636,2285,NA,NA,56.87,1.324,0.035,0.0343,0.0223,0.615,0.265,6.99,8.5,3055,NA,4.43,39.5,,,,,,,,,,,,,
1/15/14,m_4_s ,shore,1638,10129,NA,NA,23.2,0.8269,0.0251,0.0285,0.0896,0.238,0.213,7.15,6.64,1666,NA,2.98,23.1,,,,,,,,,,,,,
1/15/14,m_4_n,shore,1640,2302,NA,NA,37.16,1.058,0.0161,0.0165,0.0908,0.345,0.276,6.95,7.19,2376,NA,1.63,13,,,,,,,,,,,,,
1/15/14,m_1_e ,water,1637,2230,NA,NA,14.61,4.902,3.58,3.4,1.75,0.136,0.195,6.79,19.25,1442,NA,6.13,66.4,,,,,,,,,,,,,
1/15/14,m_4_s ,water,1639,443,NA,NA,13.13,4.667,2.85,2.75,1.02,0.143,0.184,6.89,16.37,1449,NA,7.34,75.1,,,,,,,,,,,,,
1/15/14,m_4_n,water,1641,10205,NA,NA,13.16,4.633,3.92,4.05,1.1,0.162,0.204,6.63,16.53,1453,NA,1.98,0.73,,,,,,,,,,,,,
3/20/14,inflow_1,inflow,1642,10178,2.96,6.581,20.4,5.548,1.68,0.63,2.02,0.275,0.236,7.33,22.1,1581,1673,6.1,70,,,,,,,,,,,,,
3/20/14,inflow_2,inflow,1643,2227,2.93,5.951,19.92,5.416,1.6,0.274,1.97,0.329,0.227,7.33,22.1,1581,1673,6.1,70,,,,,,,,,,,,,
3/20/14,inflow_3,inflow,1644,10056,2.86,5.92,22.01,5.49,1.8,0.299,2.18,0.298,0.238,7.33,22.1,1581,1673,6.1,70,,,,,,,,,,,,,
3/20/14,outflow_1,outflow,1645,2061,2.79,5.613,22.45,4.845,1.36,0.237,1.46,0.317,0.246,7.56,20.4,1512,1654,7.2,79,,,,,,,,,,,,,
3/20/14,outflow_2,outflow,1646,10069,2.9,5.454,20.85,4.975,1.35,0.241,1.5,0.209,0.243,7.56,20.4,1512,1654,7.2,79,,,,,,,,,,,,,
3/20/14,outflow_3,outflow,1647,2088,2.84,5.181,17.06,4.882,1.82,0.329,1.74,0.257,0.247,7.56,20.4,1512,1654,7.2,79,,,,,,,,,,,,,
3/20/14,m_1_e ,shore,1648,10095,NA,NA,63.38,1.92,-0.00461,0.00968,0.101,0.825,0.414,7.37,12.5,2555,3339,1.5,16,,,,,,,,,,,,,
3/20/14,m_4_s ,shore,1650,2132,NA,NA,35.38,1.13,0.00254,0.00798,0.0642,0.379,0.284,7.31,10.3,1364,1604,0.6,6,,,,,,,,,,,,,
3/20/14,m_4_n,shore,1652,10185,NA,NA,47.5,1.58,0.026,0.00827,0.042,0.559,0.342,7.3,10.8,1893,2568,0.86,8,,,,,,,,,,,,,
3/20/14,m_1_e ,water,1649,10220,NA,NA,18.58,5.704,2.26,0.364,2.28,0.302,0.253,7.32,22.4,1597,1680,5.5,63,,,,,,,,,,,,,
3/20/14,m_4_s ,water,1651,10115,NA,NA,21.59,5.248,1.84,0.353,2.04,0.322,0.252,7.6,20.1,1498,1651,7.5,86,,,,,,,,,,,,,
3/20/14,m_4_n,water,1653,2046,NA,NA,21.75,4.588,2.46,0.385,1.02,0.319,0.258,7.09,20.2,1506,1662,1.2,13,,,,,,,,,,,,,
5/12/14,inflow_1,inflow,1654,2061,3.03,5.177,19.28,3.098,1.95,0.0935,0.321,0.124,1.73,7.81,26.6,1612,1658,9.2,112,,,,,,,,,,,,,
5/12/14,inflow_2,inflow,1655,10121,3.23,4.992,20.49,3.051,1.86,0.0845,0.316,0.138,2.22,7.81,26.6,1612,1658,9.2,112,,,,,,,,,,,,,
5/12/14,inflow_3,inflow,1656,2104,3.07,5.285,19.57,3.08,2.54,0.119,0.358,0.159,2.07,7.81,26.6,1612,1658,9.2,112,,,,,,,,,,,,,
5/12/14,outflow_1,outflow,1663,10056,2.58,3.748,19.8,2.234,1.6,0.0579,0.159,0.172,1.78,7.55,22.9,1608,1679,6.6,80,,,,,,,,,,,,,
5/12/14,outflow_2,outflow,1664,203,2.63,4.007,19.64,2.3,1.97,0.072,0.176,0.192,1.95,7.55,22.9,1608,1679,6.6,80,,,,,,,,,,,,,
5/12/14,outflow_3,outflow,1665,10127,2.69,3.874,20.12,2.147,1.47,0.0559,0.149,0.154,1.77,7.55,22.9,1608,1679,6.6,80,,,,,,,,,,,,,
5/12/14,m_1_e ,shore,1657,10220,NA,NA,64.02,1.871,0.0218,0.0126,0.223,0.433,5.14,7.45,19,2686,3185,0.3,3,,,,,,,,,,,,,
5/12/14,m_4_s ,shore,1661,389,NA,NA,29.94,0.9826,0.00638,0.00897,0.122,0.234,1.72,7.2,4.1,1536,1897,0.3,2,,,,,,,,,,,,,
5/12/14,m_4_n,shore,1659,10144,NA,NA,52.66,1.376,0.0141,-0.00464,0.0656,0.262,3.5,7.33,15.8,2034,2468,0.2,2,,,,,,,,,,,,,
5/12/14,m_1_e ,water,1658,2132,NA,NA,20.82,3.217,1.92,0.0942,0.447,0.165,1.97,7.51,24.1,1631,1661,7.2,74,,,,,,,,,,,,,
5/12/14,m_4_s ,water,1662,2298,NA,NA,21.27,2.338,1.26,0.0486,0.142,0.116,1.69,7.54,22.6,1603,1678,5.9,68,,,,,,,,,,,,,
5/12/14,m_4_n,water,1660,10095,NA,NA,20.29,2.034,1.3,0.0559,0.193,0.149,2.34,7.05,22.9,1626,1695,1.4,17,,,,,,,,,,,,,
7/23/14,inflow_1,inflow,1666,63,1.558,3.757,NA,NA,3.11,NA,0.986,NA,0.273,7.47,31.7,2046,1813,2.9,7,,,,,,,,,,,,,
7/23/14,inflow_2,inflow,1667,10022,1.688,3.207,NA,NA,3.22,NA,1.01,NA,0.274,7.47,31.7,2046,1813,2.9,7,,,,,,,,,,,,,
7/23/14,inflow_3,inflow,1668,10107,1.73,6.6,NA,NA,3.21,NA,1.02,NA,0.275,7.47,31.7,2046,1813,2.9,7,,,,,,,,,,,,,
7/23/14,outflow_1,outflow,1669,2363,1.64,3.27,NA,NA,2.92,NA,0.765,NA,0.272,7.41,31.2,2021,1807,4.1,28,,,,,,,,,,,,,
7/23/14,outflow_2,outflow,1670,29,1.694,3.514,NA,NA,2.75,NA,0.739,NA,0.269,7.41,31.2,2021,1807,4.1,28,,,,,,,,,,,,,
7/23/14,outflow_3,outflow,1671,38,1.62,3.942,NA,NA,2.87,NA,0.766,NA,0.272,7.41,31.2,2021,1807,4.1,28,,,,,,,,,,,,,
7/23/14,m_1_e ,shore,1672,10208,NA,NA,NA,NA,0.00355,NA,0.0657,NA,0.0556,7.44,26.6,3334,3244,0.3,3,,,,,,,,,,,,,
7/23/14,m_4_s ,shore,1674,10186,NA,NA,NA,NA,0.00807,NA,0.0199,NA,0.104,7.31,26.9,2128,2053,0,0,,,,,,,,,,,,,
7/23/14,m_4_n,shore,1673,5005,NA,NA,NA,NA,0.00902,NA,0.15,NA,0.0904,7.38,25.8,3728,3675,0,0,,,,,,,,,,,,,
7/23/14,m_1_e ,water,1675,10241,NA,NA,NA,NA,3.18,NA,1.15,NA,0.272,7.3,31.5,2055,1826,6.3,85,,,,,,,,,,,,,
7/23/14,m_4_s ,water,1677,1051,NA,NA,NA,NA,2.74,NA,0.515,NA,0.274,7.32,31.3,2034,1815,3.3,55,,,,,,,,,,,,,
7/23/14,m_4_n,water,1676,10236,NA,NA,NA,NA,2.93,NA,0.88,NA,0.279,7.38,31.3,2052,1832,1.4,18,,,,,,,,,,,,,
9/29/14,inflow_1,inflow,1678,2323,2.827,6.194,NA,NA,3.93,NA,1.35,NA,218,7.22,28.8,1686,1570,3.2,40,,,,,,,,,,,,,
9/29/14,inflow_2,inflow,1679,10199,2.664,6.565,NA,NA,3.93,NA,1.33,NA,208,7.22,28.8,1686,1570,3.2,40,,,,,,,,,,,,,
9/29/14,inflow_3,inflow,1680,10018,2.682,6.75,NA,NA,4.13,NA,1.34,NA,200,7.22,28.8,1686,1570,3.2,40,,,,,,,,,,,,,
9/29/14,outflow_1,outflow,1681,1094,3.179,6.244,NA,NA,2.81,NA,0.993,NA,215,7.33,27.8,1773,1685,4,49,,,,,,,,,,,,,
9/29/14,outflow_2,outflow,1682,10171,2.737,6.082,NA,NA,3.46,NA,1.13,NA,230,7.33,27.8,1773,1685,4,49,,,,,,,,,,,,,
9/29/14,outflow_3,outflow,1683,71,2.942,6.725,NA,NA,4.07,NA,1.22,NA,225,7.33,27.8,1773,1685,4,49,,,,,,,,,,,,,
9/29/14,m_1_e ,shore,1684,1005,NA,NA,NA,NA,0.00229,NA,0.565,NA,324,7.37,20.6,2853,3120,0.4,4,,,,,,,,,,,,,
9/29/14,m_4_s ,shore,1685,1052,NA,NA,NA,NA,0.00443,NA,0.476,NA,102,7.03,21.4,1629,1741,0,0,,,,,,,,,,,,,
9/29/14,m_4_n,shore,1686,104,NA,NA,NA,NA,-0.000179,NA,0.412,NA,295,7.18,20.6,2374,2586,0.2,2,,,,,,,,,,,,,
9/29/14,m_1_e ,water,1687,2088,NA,NA,NA,NA,3.45,NA,1.25,NA,179,7.23,29.2,1671,1546,3.2,43,,,,,,,,,,,,,
9/29/14,m_4_s ,water,1688,10085,NA,NA,NA,NA,3.09,NA,1.13,NA,232,7.34,28.3,1776,1670,3,39,,,,,,,,,,,,,
9/29/14,m_4_n,water,1689,2198,NA,NA,NA,NA,0.45,NA,1.26,NA,240,6.79,24.7,1736,1748,0.3,4,,,,,,,,,,,,,
11/17/14,inflow_1,inflow,1690,2200,3.506,8.048,NA,NA,3.59,0.27,1.46,NA,252,7.34,22.9,1293,1347,4.8,55,,,,,,,,,,,,,
11/17/14,inflow_2,inflow,1691,5017,2.991,7.791,NA,NA,3.25,0.252,1.42,NA,269,7.34,22.9,1293,1347,4.8,55,,,,,,,,,,,,,
11/17/14,inflow_3,inflow,1692,10115,3.371,8.196,NA,NA,3.7,0.286,1.51,NA,280,7.34,22.9,1293,1347,4.8,55,,,,,,,,,,,,,
11/17/14,outflow_1,outflow,1693,2344,3.38,6.719,NA,NA,3.29,0.28,1.25,NA,264,7.33,21,1263,1368,4.7,53,,,,,,,,,,,,,
11/17/14,outflow_2,outflow,1694,10085,2.975,6.412,NA,NA,3.46,0.294,1.26,NA,265,7.33,21,1263,1368,4.7,53,,,,,,,,,,,,,
11/17/14,outflow_3,outflow,1695,1005,3.041,6.452,NA,NA,3.28,0.281,1.23,NA,288,7.33,21,1263,1368,4.7,53,,,,,,,,,,,,,
11/17/14,m_1_e ,shore,1696,1052,NA,NA,NA,NA,0.184,0.0802,0.366,NA,329,7.08,10.2,1899,2644,0.9,,,,,,,,,,,,,,
11/17/14,m_4_s ,shore,1697,2198,NA,NA,NA,NA,0.0156,0.014,0.302,NA,165,7.09,10.8,1100,1510,1.7,12,,,,,,,,,,,,,
11/17/14,m_4_n,shore,1698,214,NA,NA,NA,NA,0.0153,0.0121,0.209,NA,239,7.26,10.1,1702,2380,0.4,10.1,,,,,,,,,,,,,
11/17/14,m_1_e ,water,1699,1016,NA,NA,NA,NA,3.78,0.293,1.53,NA,247,7.3,23.6,1321,1354,4.8,56,,,,,,,,,,,,,
11/17/14,m_4_s ,water,1700,2088,NA,NA,NA,NA,3.34,0.279,1.24,NA,263,7.44,21.2,1266,1368,4.2,48,,,,,,,,,,,,,
11/17/14,m_4_n,water,1701,104,NA,NA,NA,NA,3.51,0.311,0.825,NA,249,7.18,19,1702,1280,0.4,0.21,,,,,,,,,,,,,
1/20/15,inflow_1,inflow,1702,10044,NA,4.414,NA,NA,2.95,0.214,2.08,NA,279,7.46,20.4,1288,1413,5.3,59,,,,,,,,,,,,,
1/20/15,inflow_2,inflow,1703,2380,NA,4.308,NA,NA,2.85,0.208,2.04,NA,292,7.46,20.4,1288,1413,5.3,59,,,,,,,,,,,,,
1/20/15,inflow_3,inflow,1704,1018,NA,4.297,NA,NA,2.45,0.179,1.88,NA,288,7.46,20.4,1288,1413,5.3,59,,,,,,,,,,,,,
1/20/15,outflow_1,outflow,1705,10132,NA,4.307,NA,NA,3.2,0.239,1.18,NA,327,7.19,17.9,1249,1444,3.6,38,,,,,,,,,,,,,
1/20/15,outflow_2,outflow,1706,10087,NA,3.995,NA,NA,3.38,0.253,1.2,NA,321,7.19,17.9,1249,1444,3.6,38,,,,,,,,,,,,,
1/20/15,outflow_3,outflow,1707,10152,NA,4.274,NA,NA,3.59,0.269,1.23,NA,293,7.19,17.9,1249,1444,3.6,38,,,,,,,,,,,,,
1/20/15,m_1_e ,shore,1708,47,NA,1.704,NA,NA,0.215,0.0391,0.465,NA,368,7.22,8.4,1327,1940,6.8,59,,,,,,,,,,,,,
1/20/15,m_4_s ,shore,1709,10234,NA,0.8674,NA,NA,0.125,0.0321,0.0934,NA,192,6.91,8.2,1007,1480,0.5,4,,,,,,,,,,,,,
1/20/15,m_4_n,shore,1710,10191,NA,0.8818,NA,NA,0.00968,0.00583,-0.000951,NA,302,7.03,8.1,1335,1968,1.1,9,,,,,,,,,,,,,
1/20/15,m_1_e ,water,1711,2316,NA,4.559,NA,NA,2.7,0.199,2.04,NA,346,7.25,21,1300,1408,5.5,62,,,,,,,,,,,,,
1/20/15,m_4_s ,water,1712,10095,NA,4.389,NA,NA,3.54,0.274,1.58,NA,311,7.16,18,1249,1443,4.4,47,,,,,,,,,,,,,
1/20/15,m_4_n,water,1713,2153,NA,4.017,NA,NA,3.08,0.244,0.785,NA,308,7.21,17,1231,1451,1.4,14,,,,,,,,,,,,,
3/20/15,inflow_1,inflow,1714,2293,NA,5.591,NA,NA,2.35,0.326,2.14,NA,243,7.31,22,1546,1640,5.8,67,,,,,,,,,,,,,
3/20/15,inflow_2,inflow,1715,6,NA,4.778,NA,NA,2.02,0.287,2.01,NA,248,7.31,22,1546,1640,5.8,67,,,,,,,,,,,,,
3/20/15,inflow_3,inflow,1716,10039,NA,5.387,NA,NA,2.27,0.304,2.13,NA,271,7.31,22,1546,1640,5.8,67,,,,,,,,,,,,,
3/20/15,outflow_1,outflow,1717,303,NA,4.497,NA,NA,2.67,0.28,0.663,NA,224,7.26,20.8,1501,1635,6.3,70,,,,,,,,,,,,,
3/20/15,outflow_2,outflow,1718,17,NA,4.19,NA,NA,2.74,0.279,0.68,NA,201,7.26,20.8,1501,1635,6.3,70,,,,,,,,,,,,,
3/20/15,outflow_3,outflow,1719,10223,NA,4.732,NA,NA,2.79,0.273,0.671,NA,182,7.26,20.8,1501,1635,6.3,70,,,,,,,,,,,,,
3/20/15,m_1_e ,shore,1720,2236,NA,NA,NA,NA,0.0058,0.0123,3.42,NA,342,7.18,16,2186,2644,1.8,19,,,,,,,,,,,,,
3/20/15,m_4_s ,shore,1721,2243,NA,NA,NA,NA,0.00262,0.0124,2.36,NA,239,7.05,16.1,1559,1881,0.1,1,,,,,,,,,,,,,
3/20/15,m_4_n,shore,1722,5022,NA,NA,NA,NA,0.0221,0.0178,1.31,NA,270,7.05,15.7,1872,2282,0.2,2,,,,,,,,,,,,,
3/20/15,m_1_e ,water,1723,10135,NA,NA,NA,NA,2.67,0.34,2.45,NA,259,7.25,22.4,1562,1643,4.9,57,,,,,,,,,,,,,
3/20/15,m_4_s ,water,1724,10082,NA,NA,NA,NA,2.38,0.294,0.998,NA,169,7.35,20.7,1488,1621,6,67,,,,,,,,,,,,,
3/20/15,m_4_n,water,1725,75,NA,NA,NA,NA,2.67,0.189,0.586,NA,214,7.12,26,1500,1640,1.2,14,,,,,,,,,,,,,
5/11/15,inflow_1,inflow,8227,8227,3.917,5.385,NA,NA,1.74,0.219,0.494,17.9,240,7.67,25.2,1575,1568,8,98,,,,,,,,,,,,,
5/11/15,inflow_2,inflow,10055,10055,,4.711,NA,NA,1.44,0.21,0.416,15.5,193,7.67,25.2,1575,1568,8,98,,,,,,,,,,,,,
5/11/15,inflow_3,inflow,10023,10023,NA,NA,NA,NA,2.04,0.279,1.1,20.8,278,7.67,25.2,1575,1568,8,98,,,,,,,,,,,,,
5/11/15,outflow_1,outflow,1893,1893,3.78,3.458,NA,NA,1.28,0.117,0.158,18.5,241,7.76,24.2,1654,1679,7.2,86,,,,,,,,,,,,,
5/11/15,outflow_2,outflow,7651,7651,NA,3.396,NA,NA,1.14,0.124,0.156,16.9,244,7.76,24.2,1654,1679,7.2,86,,,,,,,,,,,,,
5/11/15,outflow_3,outflow,9240,9240,NA,NA,NA,NA,1.46,0.232,0.694,19.1,283,7.76,24.2,1654,1679,7.2,86,,,,,,,,,,,,,
5/11/15,m_1_e ,shore,6642,6642,NA,NA,NA,NA,0.112,0.167,0.993,28.9,455,7.38,18,2385,2756,0,0,,,,,,,,,,,,,
5/11/15,m_4_s ,shore,10124,10124,NA,NA,NA,NA,1.49,0.144,0.233,18.6,225,7.46,20.5,1569,1716,2.5,28,,,,,,,,,,,,,
5/11/15,m_4_n,shore,2320,2320,NA,NA,NA,NA,1.13,0.112,0.221,16.8,235,7.42,18.4,2350,2688,0.1,1,,,,,,,,,,,,,
5/11/15,m_1_e ,water,3857,3857,NA,NA,NA,NA,1.76,0.23,0.636,18.4,273,7.45,25.5,1726,1713,3.9,48,,,,,,,,,,,,,
5/11/15,m_4_s ,water,9749,9749,NA,NA,NA,NA,0,0.0045,0.0936,16.9,254,7.58,24.7,1688,1697,5.8,60,,,,,,,,,,,,,
5/11/15,m_4_n,water,460,460,NA,NA,NA,NA,0.00379,0.00608,0.0611,19.5,295,7.16,24.7,1702,1710,2.1,25,,,,,,,,,,,,,
7/7/15,inflow_1,inflow,1726,26,2.738,4.528,NA,NA,2.17,0.191,0.515,14.8,124,7.4,24,2308,2070,5.3,70,,,,,,,,,,,,,
7/7/15,inflow_2,inflow,1727,32,2.82,4.608,NA,NA,2.54,0.225,0.549,30,252,7.4,24,2308,2070,5.3,70,,,,,,,,,,,,,
7/7/15,inflow_3,inflow,1728,AW-20-137-2,2.692,4.597,NA,NA,2.42,0.215,0.522,27.9,285,7.4,24,2308,2070,5.3,70,,,,,,,,,,,,,
7/7/15,outflow_1,outflow,1729,AW-20-137-9,2.961,5.903,NA,NA,4.6,0.374,1.05,32.1,287,7.46,24,2374,2134,3.8,51,,,,,,,,,,,,,
7/7/15,outflow_2,outflow,1730,10012,3.302,5.845,NA,NA,2.98,0.26,0.819,29,296,7.46,24,2374,2134,3.8,51,,,,,,,,,,,,,
7/7/15,outflow_3,outflow,1731,10065,3.153,5.623,NA,NA,2.57,0.227,0.733,32.6,290,7.46,24,2374,2134,3.8,51,,,,,,,,,,,,,
7/7/15,m_1_e ,shore,1732,34,NA,NA,NA,NA,0,0,0.412,50.6,520,7.17,24,3787,2644,0.3,4,,,,,,,,,,,,,
7/7/15,m_4_s ,shore,1733,2074,NA,NA,NA,NA,0,0.00468,0.203,37.4,121,7.35,24,2506,2313,0.2,2,,,,,,,,,,,,,
7/7/15,m_4_n,shore,1734,10243,NA,NA,NA,NA,0.0108,0.0112,0.261,37.1,269,7.31,28.2,3688,3478,0.2,3,,,,,,,,,,,,,
7/7/15,m_1_e ,water,1735,11004,NA,NA,NA,NA,3.54,0.284,0.9,26.6,254,7.24,24,2301,2074,1.8,24,,,,,,,,,,,,,
7/7/15,m_4_s ,water,1736,10028,NA,NA,NA,NA,2.79,0.223,0.659,32.6,271,7.43,31.2,2378,2126,2.2,29,,,,,,,,,,,,,
7/7/15,m_4_n,water,1737,2293,NA,NA,NA,NA,2.27,0.199,0.502,32.5,284,6.98,30.6,2385,21,0.4,5,,,,,,,,,,,,,
9/21/15,inflow_1,inflow,1738,10135,3.22,7.51,NA,NA,3.78,0.302,1.08,24.3,211,7.39,31.1,2343,2102,3.4,47,,,,,,,,,,,,,
9/21/15,inflow_2,inflow,1739,10008,3.154,7.869,NA,NA,4.03,0.327,1.09,18.8,146,7.39,31.1,2343,2102,3.4,47,,,,,,,,,,,,,
9/21/15,inflow_3,inflow,1740,2213,3.209,7.476,NA,NA,3.09,0.248,0.991,21.1,228,7.39,31.1,2343,2102,3.4,47,,,,,,,,,,,,,
9/21/15,outflow_1,outflow,1741,10132,2.863,5.998,NA,NA,3.08,0.217,0.947,15.1,220,7.41,29.9,2361,2165,2.6,34,,,,,,,,,,,,,
9/21/15,outflow_2,outflow,1742,2320,2.732,6.272,NA,NA,2.89,0.208,0.918,17,214,7.41,29.9,2361,2165,2.6,34,,,,,,,,,,,,,
9/21/15,outflow_3,outflow,1743,2153,2.818,4.749,NA,NA,2.76,0.19,0.901,17.3,208,7.41,29.9,2361,2165,2.6,34,,,,,,,,,,,,,
9/21/15,m_1_e ,shore,1744,2280,NA,NA,NA,NA,0.0258,0.00934,0.539,15.4,220,7.56,25.8,4574,4516,0.4,5,,,,,,,,,,,,,
9/21/15,m_4_s ,shore,1745,316,NA,NA,NA,NA,1.78,0.224,1.26,59.7,385,7.33,27.5,2305,2208,0.6,8,,,,,,,,,,,,,
9/21/15,m_4_n,shore,1746,442,NA,NA,NA,NA,0.0157,0.00794,0.219,38,295,7.63,26.6,4197,4072,0.4,5,,,,,,,,,,,,,
9/21/15,m_1_e ,water,1747,11015,NA,NA,NA,NA,3.09,0.185,1.33,22,145,7.45,30.8,2359,2128,1.3,18,,,,,,,,,,,,,
9/21/15,m_4_s ,water,1748,11033,NA,NA,NA,NA,2.47,0.159,1.06,18.6,134,7.46,30,2372,2166,2.6,34,,,,,,,,,,,,,
